deviceCPUCyles,deviceCost,lbExecTime,lbFailureProb,serviceCost,serviceFailureProb,d1Services,d2Services,d3Services,scenario,policy,model,cost,executionTime,probSuccessfulExecution,policy_config
149,10,23,36,1,46,4,4,3,741,227,archexploration,41,37,58,4_4_3
122,17,50,41,2,41,4,4,3,742,227,archexploration,73,62,55,4_4_3
111,11,43,29,4,18,4,4,3,743,227,archexploration,77,59,71,4_4_3
146,18,27,43,5,30,4,4,3,744,227,archexploration,109,45,56,4_4_3
119,13,15,13,1,28,4,4,3,745,227,archexploration,50,30,86,4_4_3
108,6,27,10,4,39,4,4,3,746,227,archexploration,62,38,85,4_4_3
145,6,33,14,5,42,4,4,3,747,227,archexploration,73,48,80,4_4_3
119,8,17,42,5,42,4,4,3,748,227,archexploration,79,29,54,4_4_3
117,25,24,34,3,31,4,4,3,749,227,archexploration,108,38,65,4_4_3
126,23,45,19,2,22,4,4,3,750,227,archexploration,91,62,81,4_4_3
107,40,32,48,4,10,4,4,3,751,227,archexploration,164,49,52,4_4_3
110,25,35,20,1,14,4,4,3,752,227,archexploration,86,51,80,4_4_3
141,31,25,14,2,48,4,4,3,753,227,archexploration,115,38,77,4_4_3
110,15,27,47,1,31,4,4,3,754,227,archexploration,56,40,52,4_4_3
139,34,19,28,5,44,4,4,3,755,227,archexploration,157,32,66,4_4_3
144,36,44,17,3,46,4,4,3,756,227,archexploration,141,57,75,4_4_3
147,38,34,23,5,41,4,4,3,757,227,archexploration,169,49,72,4_4_3
102,32,19,41,2,45,4,4,3,758,227,archexploration,118,29,54,4_4_3
137,34,49,24,1,18,4,4,3,759,227,archexploration,113,68,76,4_4_3
148,36,43,44,1,46,4,4,3,760,227,archexploration,119,57,51,4_4_3
144,1,26,50,5,16,4,4,3,761,227,archexploration,58,47,50,4_4_3
129,10,29,27,5,29,4,4,3,762,227,archexploration,85,45,72,4_4_3
136,39,47,13,5,33,4,4,3,763,227,archexploration,172,63,84,4_4_3
140,32,31,21,3,48,4,4,3,764,227,archexploration,129,44,71,4_4_3
134,17,36,46,2,40,4,4,3,765,227,archexploration,73,50,51,4_4_3
113,34,44,14,4,37,4,4,3,766,227,archexploration,146,56,82,4_4_3
148,7,23,48,3,23,4,4,3,767,227,archexploration,54,42,52,4_4_3
105,35,15,29,4,19,4,4,3,768,227,archexploration,149,30,71,4_4_3
128,39,38,43,5,47,4,4,3,769,227,archexploration,172,50,52,4_4_3
123,3,42,15,5,22,4,4,3,770,227,archexploration,64,58,85,4_4_3
128,37,39,27,5,24,4,4,3,771,227,archexploration,166,56,72,4_4_3
133,7,21,46,1,36,4,4,3,772,227,archexploration,32,36,52,4_4_3
147,28,46,41,2,23,4,4,3,773,227,archexploration,106,65,59,4_4_3
144,35,48,26,1,49,4,4,3,774,227,archexploration,116,61,66,4_4_3
113,28,42,46,1,38,4,4,3,775,227,archexploration,95,54,52,4_4_3
126,2,50,40,4,29,4,4,3,776,227,archexploration,50,65,59,4_4_3
111,10,17,42,3,25,4,4,3,777,227,archexploration,63,31,58,4_4_3
117,11,30,37,5,27,4,4,3,778,227,archexploration,88,45,62,4_4_3
138,2,10,22,2,22,4,4,3,779,227,archexploration,28,28,78,4_4_3
131,24,11,36,3,14,4,4,3,780,227,archexploration,105,30,64,4_4_3
144,16,44,25,2,35,4,4,3,781,227,archexploration,70,60,72,4_4_3
135,29,36,48,4,29,4,4,3,782,227,archexploration,131,52,51,4_4_3
123,35,30,20,1,46,4,4,3,783,227,archexploration,116,42,73,4_4_3
103,35,17,36,3,20,4,4,3,784,227,archexploration,138,31,64,4_4_3
126,17,19,18,4,39,4,4,3,785,227,archexploration,95,32,78,4_4_3
148,13,26,47,5,50,4,4,3,786,227,archexploration,94,39,47,4_4_3
125,32,45,17,2,24,4,4,3,787,227,archexploration,118,61,82,4_4_3
127,20,25,48,5,34,4,4,3,788,227,archexploration,115,39,50,4_4_3
122,19,48,10,2,27,4,4,3,789,227,archexploration,79,63,89,4_4_3
105,36,24,40,5,22,4,4,3,790,227,archexploration,163,38,60,4_4_3
144,27,15,30,2,44,4,4,3,791,227,archexploration,103,29,65,4_4_3
135,4,13,16,1,45,4,4,3,792,227,archexploration,23,26,77,4_4_3
143,34,41,12,4,42,4,4,3,793,227,archexploration,146,55,82,4_4_3
116,9,39,29,1,20,4,4,3,794,227,archexploration,38,55,71,4_4_3
123,9,40,12,5,33,4,4,3,795,227,archexploration,82,54,85,4_4_3
146,15,32,16,5,25,4,4,3,796,227,archexploration,100,51,83,4_4_3
140,33,45,47,2,13,4,4,3,797,227,archexploration,121,66,53,4_4_3
124,21,49,22,3,37,4,4,3,798,227,archexploration,96,63,75,4_4_3
104,35,16,44,4,21,4,4,3,799,227,archexploration,149,30,56,4_4_3
136,33,38,28,4,20,4,4,3,800,227,archexploration,143,57,72,4_4_3
122,6,40,45,3,35,4,4,3,801,227,archexploration,51,54,53,4_4_3
134,29,16,32,1,40,4,4,3,802,227,archexploration,98,30,64,4_4_3
124,30,44,43,3,25,4,4,3,803,227,archexploration,123,60,57,4_4_3
131,21,49,28,3,27,4,4,3,804,227,archexploration,96,65,71,4_4_3
106,35,25,25,3,45,4,4,3,805,227,archexploration,138,35,69,4_4_3
106,7,18,38,3,25,4,4,3,806,227,archexploration,54,32,62,4_4_3
121,9,40,20,1,22,4,4,3,807,227,archexploration,38,56,80,4_4_3
146,31,17,50,4,38,4,4,3,808,227,archexploration,137,33,48,4_4_3
122,35,20,47,3,14,4,4,3,809,227,archexploration,138,38,53,4_4_3
114,11,45,12,1,13,4,4,3,810,227,archexploration,44,62,88,4_4_3
122,18,11,12,3,11,4,4,3,811,227,archexploration,87,30,88,4_4_3
134,29,29,20,1,30,4,4,3,812,227,archexploration,98,45,78,4_4_3
130,12,19,44,1,17,4,4,3,813,227,archexploration,47,37,56,4_4_3
101,31,48,45,4,11,4,4,3,814,227,archexploration,137,63,55,4_4_3
147,10,50,34,1,45,4,4,3,815,227,archexploration,41,64,60,4_4_3
101,40,46,21,5,35,4,4,3,816,227,archexploration,175,57,76,4_4_3
141,18,44,49,5,35,4,4,3,817,227,archexploration,109,60,49,4_4_3
136,39,10,18,1,31,4,4,3,818,227,archexploration,128,26,80,4_4_3
121,40,14,34,5,22,4,4,3,819,227,archexploration,175,30,66,4_4_3
136,8,21,24,2,47,4,4,3,820,227,archexploration,46,34,69,4_4_3
111,27,42,23,1,13,4,4,3,821,227,archexploration,92,59,77,4_4_3
128,2,28,49,1,17,4,4,3,822,227,archexploration,17,46,51,4_4_3
142,14,29,10,5,32,4,4,3,823,227,archexploration,97,46,88,4_4_3
127,4,34,21,2,43,4,4,3,824,227,archexploration,34,47,73,4_4_3
136,26,15,39,1,48,4,4,3,825,227,archexploration,89,27,55,4_4_3
109,17,33,36,4,35,4,4,3,826,227,archexploration,95,45,62,4_4_3
145,15,50,46,5,16,4,4,3,827,227,archexploration,100,71,54,4_4_3
143,26,11,23,1,15,4,4,3,828,227,archexploration,89,32,77,4_4_3
141,34,36,13,4,31,4,4,3,829,227,archexploration,146,53,85,4_4_3
113,26,22,26,2,13,4,4,3,830,227,archexploration,100,39,74,4_4_3
149,7,17,23,1,32,4,4,3,831,227,archexploration,32,34,75,4_4_3
106,37,10,48,1,30,4,4,3,832,227,archexploration,122,23,51,4_4_3
105,5,43,16,3,12,4,4,3,833,227,archexploration,48,59,84,4_4_3
122,20,37,32,2,48,4,4,3,834,227,archexploration,82,48,61,4_4_3
122,9,24,43,5,19,4,4,3,835,227,archexploration,82,41,57,4_4_3
128,25,25,50,2,23,4,4,3,836,227,archexploration,97,42,50,4_4_3
128,30,42,10,2,18,4,4,3,837,227,archexploration,112,60,90,4_4_3
105,1,22,16,5,11,4,4,3,838,227,archexploration,58,38,84,4_4_3
125,36,13,14,3,17,4,4,3,839,227,archexploration,141,31,86,4_4_3
114,17,27,17,5,49,4,4,3,840,227,archexploration,106,37,74,4_4_3
107,14,11,28,5,30,4,4,3,841,227,archexploration,97,24,71,4_4_3
125,28,28,48,2,40,4,4,3,842,227,archexploration,106,41,49,4_4_3
109,23,49,27,5,18,4,4,4,343,228,archexploration,129,64,73,4_4_4
138,15,18,22,4,10,4,4,4,344,228,archexploration,93,39,78,4_4_4
104,21,44,30,3,48,4,4,4,345,228,archexploration,99,54,63,4_4_4
109,12,11,15,3,36,4,4,4,346,228,archexploration,72,23,82,4_4_4
147,13,11,18,1,27,4,4,4,347,228,archexploration,51,29,81,4_4_4
116,38,16,21,5,37,4,4,4,348,228,archexploration,174,29,75,4_4_4
101,3,32,28,1,34,4,4,4,349,228,archexploration,21,44,70,4_4_4
110,40,36,11,3,21,4,4,4,350,228,archexploration,156,51,89,4_4_4
135,23,36,35,3,37,4,4,4,351,228,archexploration,105,51,62,4_4_4
134,18,38,43,3,34,4,4,4,352,228,archexploration,90,53,55,4_4_4
109,25,32,41,4,28,4,4,4,353,228,archexploration,123,46,58,4_4_4
129,37,49,26,4,50,4,4,4,354,228,archexploration,159,60,65,4_4_4
122,1,18,13,5,14,4,4,4,355,228,archexploration,63,36,87,4_4_4
127,32,34,36,5,49,4,4,4,356,228,archexploration,156,45,57,4_4_4
147,37,44,19,2,29,4,4,4,357,228,archexploration,135,62,80,4_4_4
134,20,38,11,4,16,4,4,4,358,228,archexploration,108,57,89,4_4_4
146,31,16,37,1,50,4,4,4,359,228,archexploration,105,29,56,4_4_4
108,20,37,47,3,47,4,4,4,360,228,archexploration,96,47,48,4_4_4
124,15,30,47,2,15,4,4,4,361,228,archexploration,69,48,53,4_4_4
111,15,38,16,2,15,4,4,4,362,228,archexploration,69,54,84,4_4_4
130,14,14,23,3,25,4,4,4,363,228,archexploration,78,31,76,4_4_4
108,23,42,43,3,28,4,4,4,364,228,archexploration,105,55,56,4_4_4
112,4,27,11,3,20,4,4,4,365,228,archexploration,48,42,89,4_4_4
140,4,41,19,4,39,4,4,4,366,228,archexploration,60,56,77,4_4_4
140,31,12,26,3,23,4,4,4,367,228,archexploration,129,30,74,4_4_4
120,4,44,13,4,22,4,4,4,368,228,archexploration,60,60,87,4_4_4
112,38,22,40,4,36,4,4,4,369,228,archexploration,162,34,58,4_4_4
126,18,39,23,3,17,4,4,4,370,228,archexploration,90,57,77,4_4_4
112,9,45,34,3,25,4,4,4,371,228,archexploration,63,59,65,4_4_4
130,27,27,16,5,18,4,4,4,372,228,archexploration,141,45,84,4_4_4
103,8,28,12,2,28,4,4,4,373,228,archexploration,48,41,87,4_4_4
149,22,37,45,1,38,4,4,4,374,228,archexploration,78,53,52,4_4_4
145,28,21,11,1,50,4,4,4,375,228,archexploration,96,34,78,4_4_4
105,17,32,25,4,41,4,4,4,376,228,archexploration,99,43,70,4_4_4
119,9,43,21,4,34,4,4,4,377,228,archexploration,75,57,76,4_4_4
118,18,47,30,4,11,4,4,4,378,228,archexploration,102,65,70,4_4_4
101,14,15,33,2,45,4,4,4,379,228,archexploration,66,25,61,4_4_4
116,3,22,37,5,17,4,4,4,380,228,archexploration,69,39,63,4_4_4
121,30,17,30,4,14,4,4,4,381,228,archexploration,138,35,70,4_4_4
111,4,30,27,5,19,4,4,4,382,228,archexploration,72,45,73,4_4_4
117,21,50,12,4,33,4,4,4,383,228,archexploration,111,64,85,4_4_4
143,1,17,36,2,24,4,4,4,384,228,archexploration,27,36,64,4_4_4
144,12,38,35,3,39,4,4,4,385,228,archexploration,72,53,62,4_4_4
106,12,11,43,1,29,4,4,4,386,228,archexploration,48,24,56,4_4_4
102,12,16,11,1,24,4,4,4,387,228,archexploration,48,29,88,4_4_4
118,18,21,26,4,13,4,4,4,388,228,archexploration,102,39,74,4_4_4
117,8,28,39,5,40,4,4,4,389,228,archexploration,84,40,58,4_4_4
106,29,21,28,1,32,4,4,4,390,228,archexploration,99,34,70,4_4_4
109,34,12,11,3,26,4,4,4,391,228,archexploration,138,26,88,4_4_4
120,8,49,29,1,41,4,4,4,392,228,archexploration,36,61,67,4_4_4
142,15,43,41,4,19,4,4,4,393,228,archexploration,93,63,59,4_4_4
111,31,29,24,2,30,4,4,4,394,228,archexploration,117,42,74,4_4_4
118,1,12,24,5,16,4,4,4,395,228,archexploration,63,29,76,4_4_4
147,17,46,13,1,48,4,4,4,396,228,archexploration,63,59,78,4_4_4
145,15,10,33,1,15,4,4,4,397,228,archexploration,57,31,67,4_4_4
122,25,44,37,1,31,4,4,4,398,228,archexploration,87,59,62,4_4_4
108,5,27,41,4,19,4,4,4,399,228,archexploration,63,42,59,4_4_4
120,5,18,22,4,48,4,4,4,400,228,archexploration,63,29,70,4_4_4
136,19,39,35,1,37,4,4,4,401,228,archexploration,69,54,62,4_4_4
123,7,34,42,1,47,4,4,4,402,228,archexploration,33,45,52,4_4_4
101,26,30,41,2,28,4,4,4,403,228,archexploration,102,43,58,4_4_4
129,17,31,50,3,13,4,4,4,404,228,archexploration,87,50,50,4_4_4
115,21,25,43,2,33,4,4,4,405,228,archexploration,87,38,55,4_4_4
116,26,21,19,4,36,4,4,4,406,228,archexploration,126,34,78,4_4_4
119,33,15,44,4,22,4,4,4,407,228,archexploration,147,31,56,4_4_4
129,1,25,34,2,29,4,4,4,408,228,archexploration,27,41,65,4_4_4
105,29,35,29,2,26,4,4,4,409,228,archexploration,111,48,70,4_4_4
115,24,40,21,5,23,4,4,4,410,228,archexploration,132,55,79,4_4_4
132,38,26,44,3,36,4,4,4,411,228,archexploration,150,41,54,4_4_4
148,39,24,19,1,25,4,4,4,412,228,archexploration,129,43,80,4_4_4
141,33,30,10,3,14,4,4,4,413,228,archexploration,135,51,90,4_4_4
137,29,16,39,3,19,4,4,4,414,228,archexploration,123,35,61,4_4_4
144,0,28,26,2,16,4,4,4,415,228,archexploration,24,49,74,4_4_4
132,3,20,14,5,24,4,4,4,416,228,archexploration,69,37,85,4_4_4
117,22,50,13,3,20,4,4,4,417,228,archexploration,102,66,87,4_4_4
113,32,41,27,5,26,4,4,4,418,228,archexploration,156,55,72,4_4_4
103,36,41,20,5,30,4,4,4,419,228,archexploration,168,54,78,4_4_4
122,21,12,31,5,40,4,4,4,420,228,archexploration,123,25,65,4_4_4
131,27,25,41,3,45,4,4,4,421,228,archexploration,117,38,54,4_4_4
138,8,48,26,1,19,4,4,4,422,228,archexploration,36,67,74,4_4_4
127,5,19,35,3,25,4,4,4,423,228,archexploration,51,35,64,4_4_4
120,35,32,40,2,41,4,4,4,424,228,archexploration,129,44,56,4_4_4
150,24,26,15,1,27,4,4,4,425,228,archexploration,84,45,84,4_4_4
100,40,23,27,1,16,4,4,4,426,228,archexploration,132,37,73,4_4_4
107,4,29,12,4,24,4,4,4,427,228,archexploration,60,43,87,4_4_4
105,22,43,45,4,33,4,4,4,428,228,archexploration,114,55,54,4_4_4
129,31,33,23,1,37,4,4,4,429,228,archexploration,105,47,74,4_4_4
107,32,47,49,4,17,4,4,4,430,228,archexploration,144,62,51,4_4_4
102,11,23,42,3,37,4,4,4,431,228,archexploration,69,34,56,4_4_4
109,28,14,29,1,23,4,4,4,432,228,archexploration,96,28,71,4_4_4
109,14,41,30,1,25,4,4,4,433,228,archexploration,54,55,69,4_4_4
133,40,30,42,3,34,4,4,4,434,228,archexploration,156,45,56,4_4_4
129,36,13,34,1,12,4,4,4,435,228,archexploration,120,32,66,4_4_4
132,23,40,35,2,41,4,4,4,436,228,archexploration,93,53,61,4_4_4
121,11,41,41,4,29,4,4,4,437,228,archexploration,81,56,58,4_4_4
128,38,30,25,3,37,4,4,4,438,228,archexploration,150,44,72,4_4_4
120,8,25,47,5,13,4,4,4,439,228,archexploration,84,43,53,4_4_4
124,23,32,20,1,21,4,4,4,440,228,archexploration,81,49,80,4_4_4
132,3,33,28,1,42,4,4,4,441,228,archexploration,21,46,67,4_4_4
145,27,47,15,4,21,4,4,4,442,228,archexploration,129,67,85,4_4_4
127,37,50,30,2,41,4,4,4,443,228,archexploration,135,63,66,4_4_4
121,24,42,20,1,18,4,4,4,444,228,archexploration,84,59,80,4_4_4
110,4,35,32,1,38,4,4,4,445,228,archexploration,24,47,65,4_4_4
134,20,10,23,4,33,4,4,4,446,228,archexploration,108,25,75,4_4_4
100,15,46,20,2,37,4,4,4,447,228,archexploration,69,57,76,4_4_4
139,27,40,46,1,11,4,4,4,448,228,archexploration,93,61,54,4_4_4
135,2,47,34,2,18,4,4,4,449,228,archexploration,30,66,66,4_4_4
106,36,24,10,5,40,4,4,4,450,228,archexploration,168,35,85,4_4_4
149,40,29,31,2,11,4,4,4,451,228,archexploration,144,52,69,4_4_4
120,21,11,24,1,16,4,4,4,452,228,archexploration,75,28,76,4_4_4
100,31,49,37,3,16,4,4,4,453,228,archexploration,129,63,63,4_4_4
150,36,21,33,3,34,4,4,4,454,228,archexploration,144,38,65,4_4_4
142,14,26,45,1,43,4,4,4,455,228,archexploration,54,40,51,4_4_4
106,0,18,34,2,44,4,4,4,456,228,archexploration,24,28,61,4_4_4
148,16,26,47,3,21,4,4,4,457,228,archexploration,84,46,53,4_4_4
106,7,46,11,4,10,4,4,4,458,228,archexploration,69,62,89,4_4_4
100,31,18,31,5,26,4,4,4,459,228,archexploration,153,31,68,4_4_4
124,3,44,40,4,12,4,4,4,460,228,archexploration,57,63,60,4_4_4
123,8,25,47,4,36,4,4,4,461,228,archexploration,72,39,51,4_4_4
146,36,41,45,3,32,4,4,4,462,228,archexploration,144,58,54,4_4_4
139,36,14,32,5,11,4,4,4,463,228,archexploration,168,35,68,4_4_4
123,23,32,11,2,46,4,4,4,464,228,archexploration,93,44,81,4_4_4
127,13,41,19,5,21,4,4,4,465,228,archexploration,99,58,81,4_4_4
145,19,31,23,4,41,4,4,4,466,228,archexploration,105,46,72,4_4_4
118,27,48,19,4,46,4,4,4,467,228,archexploration,129,59,74,4_4_4
141,6,43,42,3,46,4,4,4,468,228,archexploration,54,56,53,4_4_4
121,34,21,45,2,46,4,4,4,469,228,archexploration,126,32,50,4_4_4
147,1,17,37,4,17,4,4,4,470,228,archexploration,51,38,63,4_4_4
128,31,29,33,3,50,4,4,4,471,228,archexploration,129,40,59,4_4_4
135,25,24,19,3,30,4,4,4,472,228,archexploration,111,40,79,4_4_4
134,33,13,10,3,23,4,4,4,473,228,archexploration,135,31,89,4_4_4
115,28,38,30,3,13,4,4,4,474,228,archexploration,120,55,70,4_4_4
146,4,28,47,1,13,4,4,4,475,228,archexploration,24,50,53,4_4_4
133,2,12,33,4,11,4,4,4,476,228,archexploration,54,32,67,4_4_4
103,32,47,16,5,42,4,4,4,477,228,archexploration,156,57,78,4_4_4
145,28,39,39,3,15,4,4,4,478,228,archexploration,120,60,61,4_4_4
102,29,15,14,1,28,4,4,4,479,228,archexploration,99,28,85,4_4_4
126,3,10,16,3,25,4,4,4,480,228,archexploration,45,26,83,4_4_4
137,0,32,20,3,10,4,4,4,481,228,archexploration,36,53,80,4_4_4
132,9,47,23,2,17,4,4,4,482,228,archexploration,51,66,77,4_4_4
134,2,10,36,4,49,4,4,4,483,228,archexploration,54,22,57,4_4_4
126,11,14,48,1,42,4,4,4,484,228,archexploration,45,27,49,4_4_4
142,17,30,15,1,21,4,4,4,485,228,archexploration,63,49,85,4_4_4
150,9,13,34,2,32,4,4,4,486,228,archexploration,51,30,64,4_4_4
130,7,34,30,4,48,4,4,4,487,228,archexploration,69,46,63,4_4_4
114,2,31,45,2,24,4,4,4,488,228,archexploration,30,46,55,4_4_4
107,36,50,42,2,42,4,4,4,489,228,archexploration,132,61,54,4_4_4
131,13,33,31,3,35,4,4,4,490,228,archexploration,75,48,67,4_4_4
114,33,37,49,1,14,4,4,4,491,228,archexploration,111,54,51,4_4_4
125,0,41,20,1,35,4,4,4,492,228,archexploration,12,55,77,4_4_4
134,36,31,12,2,40,4,4,4,493,228,archexploration,132,45,83,4_4_4
148,32,21,15,5,34,4,4,4,494,228,archexploration,156,38,82,4_4_4
138,28,38,29,2,40,4,4,4,495,228,archexploration,108,52,67,4_4_4
141,6,27,33,2,18,4,4,4,496,228,archexploration,42,47,67,4_4_4
149,16,50,12,4,15,4,4,4,497,228,archexploration,96,72,88,4_4_4
149,27,20,17,4,36,4,4,4,498,228,archexploration,129,36,80,4_4_4
113,34,28,48,5,19,4,4,4,499,228,archexploration,162,44,52,4_4_4
150,24,34,44,3,39,4,4,4,500,228,archexploration,108,50,53,4_4_4
146,13,28,45,2,15,4,4,4,501,228,archexploration,63,49,55,4_4_4
133,12,23,42,4,34,4,4,4,502,228,archexploration,84,38,56,4_4_4
135,19,22,38,5,47,4,4,4,503,228,archexploration,117,34,56,4_4_4
142,25,26,10,4,33,4,4,4,504,228,archexploration,123,42,87,4_4_4
146,40,21,49,3,11,4,4,4,505,228,archexploration,156,43,51,4_4_4
126,10,34,15,3,43,4,4,4,506,228,archexploration,66,46,79,4_4_4
132,15,15,35,1,37,4,4,4,507,228,archexploration,57,29,62,4_4_4
130,7,42,29,1,10,4,4,4,508,228,archexploration,33,62,71,4_4_4
112,19,19,46,4,14,4,4,4,509,228,archexploration,105,36,54,4_4_4
135,12,38,24,2,27,4,4,4,510,228,archexploration,60,55,75,4_4_4
138,39,46,50,2,28,4,4,4,511,228,archexploration,141,63,49,4_4_4
128,22,23,39,4,43,4,4,4,512,228,archexploration,114,36,57,4_4_4
109,14,13,18,2,44,4,4,4,513,228,archexploration,66,24,76,4_4_4
101,35,42,35,4,21,4,4,4,514,228,archexploration,153,56,65,4_4_4
150,33,26,18,4,39,4,4,4,515,228,archexploration,147,42,78,4_4_4
114,32,12,36,3,26,4,4,4,516,228,archexploration,132,27,63,4_4_4
150,0,21,50,5,29,4,4,4,517,228,archexploration,60,39,49,4_4_4
117,24,46,14,2,43,4,4,4,518,228,archexploration,96,58,80,4_4_4
102,2,16,25,4,15,4,4,4,519,228,archexploration,54,31,75,4_4_4
114,11,49,24,2,44,4,4,4,520,228,archexploration,57,60,70,4_4_4
139,39,35,10,5,37,4,4,4,521,228,archexploration,177,50,86,4_4_4
143,13,28,31,5,36,4,4,4,522,228,archexploration,99,44,66,4_4_4
105,14,33,38,4,47,4,4,4,523,228,archexploration,90,43,56,4_4_4
123,9,35,11,3,11,4,4,4,524,228,archexploration,63,54,89,4_4_4
133,20,38,28,4,42,4,4,4,525,228,archexploration,108,51,67,4_4_4
150,5,50,14,5,44,4,4,4,526,228,archexploration,75,64,79,4_4_4
140,5,29,13,5,33,4,4,4,527,228,archexploration,75,45,84,4_4_4
118,18,13,44,5,28,4,4,4,528,228,archexploration,114,28,55,4_4_4
110,18,23,36,4,27,4,4,4,529,228,archexploration,102,37,63,4_4_4
134,38,31,37,4,11,4,4,4,530,228,archexploration,162,51,63,4_4_4
114,22,46,14,5,12,4,4,4,531,228,archexploration,126,63,86,4_4_4
101,30,33,50,3,31,4,4,4,532,228,archexploration,126,45,49,4_4_4
103,39,42,43,3,39,4,4,4,533,228,archexploration,153,53,54,4_4_4
129,33,26,46,4,45,4,4,4,534,228,archexploration,147,38,50,4_4_4
142,29,49,17,4,42,4,4,4,535,228,archexploration,135,63,77,4_4_4
117,29,37,40,4,20,4,4,4,536,228,archexploration,135,53,60,4_4_4
108,25,34,21,4,14,4,4,4,537,228,archexploration,123,50,79,4_4_4
117,19,32,49,1,14,4,4,4,538,228,archexploration,69,49,51,4_4_4
115,9,31,25,2,22,4,4,4,539,228,archexploration,51,46,75,4_4_4
127,28,34,17,4,14,4,4,4,540,228,archexploration,132,53,83,4_4_4
147,34,36,29,2,45,4,4,4,541,228,archexploration,126,50,65,4_4_4
138,16,35,44,5,19,4,4,4,542,228,archexploration,108,54,56,4_4_4
137,13,11,19,3,48,4,4,4,543,228,archexploration,75,23,73,4_4_4
110,30,46,22,4,12,4,4,4,544,228,archexploration,138,63,78,4_4_4
107,38,33,28,5,29,4,4,4,545,228,archexploration,174,46,71,4_4_4
105,1,36,33,1,38,4,4,4,546,228,archexploration,15,47,64,4_4_4
139,8,30,27,5,43,4,4,4,547,228,archexploration,84,44,68,4_4_4
126,4,10,17,3,23,4,4,4,548,228,archexploration,48,27,82,4_4_4
139,10,35,44,1,43,4,4,4,549,228,archexploration,42,49,52,4_4_4
125,16,18,17,2,49,4,4,4,550,228,archexploration,72,29,74,4_4_4
121,37,47,20,4,29,4,4,4,551,228,archexploration,159,62,79,4_4_4
103,23,35,10,3,41,4,4,4,552,228,archexploration,105,46,84,4_4_4
102,19,23,46,5,33,4,4,4,553,228,archexploration,117,35,53,4_4_4
131,22,14,12,4,48,4,4,4,554,228,archexploration,114,26,79,4_4_4
130,24,14,30,2,42,4,4,4,555,228,archexploration,96,27,65,4_4_4
124,19,38,22,5,38,4,4,4,556,228,archexploration,117,51,74,4_4_4
138,6,50,27,4,18,4,4,4,557,228,archexploration,66,69,73,4_4_4
125,1,32,33,5,17,4,4,4,558,228,archexploration,63,50,67,4_4_4
113,7,16,13,2,27,4,4,4,559,228,archexploration,45,30,86,4_4_4
117,21,31,33,2,20,4,4,4,560,228,archexploration,87,47,67,4_4_4
136,15,13,25,2,23,4,4,4,561,228,archexploration,69,31,75,4_4_4
128,14,15,36,2,27,4,4,4,562,228,archexploration,66,31,63,4_4_4
127,0,11,48,1,39,4,4,4,563,228,archexploration,12,24,49,4_4_4
126,23,19,12,1,26,4,4,4,564,228,archexploration,81,35,87,4_4_4
143,25,19,18,3,28,4,4,4,565,228,archexploration,111,37,81,4_4_4
136,12,14,38,5,38,4,4,4,566,228,archexploration,96,29,59,4_4_4
104,5,34,16,4,26,4,4,4,567,228,archexploration,63,47,83,4_4_4
123,22,18,24,5,47,4,4,4,568,228,archexploration,126,29,69,4_4_4
113,13,31,50,3,21,4,4,4,569,228,archexploration,75,46,50,4_4_4
141,17,48,46,5,45,4,4,4,570,228,archexploration,111,61,50,4_4_4
115,32,15,49,1,34,4,4,4,571,228,archexploration,108,28,49,4_4_4
146,0,31,18,2,29,4,4,4,572,228,archexploration,24,49,81,4_4_4
104,14,18,48,3,20,4,4,4,573,228,archexploration,78,32,52,4_4_4
131,32,45,18,5,10,4,4,4,574,228,archexploration,156,65,82,4_4_4
100,18,36,38,2,32,4,4,4,575,228,archexploration,78,48,60,4_4_4
116,31,36,40,1,19,4,4,4,576,228,archexploration,105,52,60,4_4_4
149,11,28,30,5,46,4,4,4,577,228,archexploration,93,42,64,4_4_4
104,30,33,31,1,15,4,4,4,578,228,archexploration,102,48,69,4_4_4
148,38,35,49,2,46,4,4,4,579,228,archexploration,138,49,47,4_4_4
150,19,40,41,2,31,4,4,4,580,228,archexploration,81,58,58,4_4_4
141,10,49,44,3,13,4,4,4,581,228,archexploration,66,70,56,4_4_4
141,25,19,46,5,38,4,4,4,582,228,archexploration,135,34,52,4_4_4
116,8,23,15,4,22,4,4,4,583,228,archexploration,72,39,85,4_4_4
104,8,21,23,3,24,4,4,4,584,228,archexploration,60,35,76,4_4_4
101,0,34,45,3,44,4,4,4,585,228,archexploration,36,44,51,4_4_4
107,24,43,15,1,37,4,4,4,586,228,archexploration,84,55,81,4_4_4
128,7,45,38,1,38,4,4,4,587,228,archexploration,33,59,59,4_4_4
113,3,33,21,2,16,4,4,4,588,228,archexploration,33,49,79,4_4_4
133,33,20,22,3,40,4,4,4,589,228,archexploration,135,34,74,4_4_4
102,29,36,38,2,47,4,4,4,590,228,archexploration,111,46,56,4_4_4
147,5,45,18,4,43,4,4,4,591,228,archexploration,63,59,76,4_4_4
147,22,29,46,3,22,4,4,4,592,228,archexploration,102,49,54,4_4_4
133,16,19,32,1,30,4,4,4,593,228,archexploration,60,35,67,4_4_4
119,9,22,15,1,39,4,4,4,594,228,archexploration,39,35,80,4_4_4
129,27,10,25,2,12,4,4,4,595,228,archexploration,105,29,75,4_4_4
103,35,22,35,4,27,4,4,4,596,228,archexploration,153,35,64,4_4_4
